VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags,Continent
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1967,1967,17,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1968,1968,18.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1969,1969,14,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1970,1970,19.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1971,1971,16,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1972,1972,16.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1973,1973,19.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1974,1974,18.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1975,1975,19.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1976,1976,16.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1977,1977,13.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1978,1978,14,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1979,1979,14.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1980,1980,14.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1981,1981,15.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1982,1982,17,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1983,1983,15.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1984,1984,16.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1985,1985,13.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1986,1986,13.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1987,1987,12.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1988,1988,12.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1989,1989,14.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1990,1990,14.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1991,1991,14,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1992,1992,13.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1993,1993,13.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1994,1994,13.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1995,1995,12.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1996,1996,12.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1997,1997,11.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1998,1998,11.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,1999,1999,13.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2000,2000,13.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2001,2001,13.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2002,2002,13.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2003,2003,14.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2004,2004,13.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2005,2005,13.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2006,2006,13.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2007,2007,12.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2008,2008,12.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2009,2009,12,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2010,2010,12.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2011,2011,11.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2012,2012,10.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2013,2013,10.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2014,2014,10.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2015,2015,10.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),PRT,Portugal,2016,2016,10.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1960,1960,6.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1961,1961,7.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1962,1962,7.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1963,1963,8.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1964,1964,9.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1965,1965,10.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1966,1966,11.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1967,1967,11.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1968,1968,11.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1969,1969,12.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1970,1970,12.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1971,1971,13.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1972,1972,13.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1973,1973,13.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1974,1974,13.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1975,1975,14.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1976,1976,14.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1977,1977,14.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1978,1978,14.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1979,1979,14.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1980,1980,14.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1981,1981,14.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1982,1982,14.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1983,1983,14.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1984,1984,13.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1985,1985,13.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1986,1986,13.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1987,1987,13.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1988,1988,12.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1989,1989,13,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1990,1990,13.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1991,1991,13.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1992,1992,12.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1993,1993,12.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1994,1994,10.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1995,1995,10.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1996,1996,10.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1997,1997,10.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1998,1998,10,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,1999,1999,10,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2000,2000,11,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2001,2001,10.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2002,2002,10.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2003,2003,9.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2004,2004,10.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2005,2005,11,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2006,2006,10.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2007,2007,10.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2008,2008,11.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2009,2009,10.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2010,2010,10.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2011,2011,10.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2012,2012,10.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2013,2013,9.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2014,2014,10.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2015,2015,10.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SVK,Slovak Republic,2016,2016,9.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1962,1962,14.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1963,1963,13.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1964,1964,13.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1965,1965,14.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1966,1966,16,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1967,1967,14.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1968,1968,14.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1969,1969,15.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1970,1970,15.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1971,1971,15.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1972,1972,16.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1973,1973,18,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1974,1974,18.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1975,1975,18.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1976,1976,17.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1977,1977,17.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1978,1978,18.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1979,1979,17.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1980,1980,17.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1981,1981,16.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1982,1982,16.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1983,1983,16.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1984,1984,14.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1985,1985,14.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1986,1986,14.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1987,1987,14.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1988,1988,13.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1989,1989,13.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1990,1990,12.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1991,1991,12.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1992,1992,12.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1993,1993,11.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1994,1994,11.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1995,1995,11,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1996,1996,10.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1997,1997,11.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1998,1998,11.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,1999,1999,11.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2000,2000,11.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2001,2001,12.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2002,2002,10.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2003,2003,11.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2004,2004,11.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2005,2005,11.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2006,2006,11.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2007,2007,11.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2008,2008,10.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2009,2009,10,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2010,2010,9.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2011,2011,9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2012,2012,8.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2013,2013,8.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2014,2014,8.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2015,2015,8.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),ESP,Spain,2016,2016,8.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1960,1960,4.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1961,1961,5.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1962,1962,5.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1963,1963,5.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1964,1964,5.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1965,1965,5.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1966,1966,6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1967,1967,6.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1968,1968,6.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1969,1969,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1970,1970,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1971,1971,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1972,1972,7.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1973,1973,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1974,1974,7.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1975,1975,7.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1976,1976,7.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1977,1977,7.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1978,1978,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1979,1979,7.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1980,1980,6.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1981,1981,6.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1982,1982,6.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1983,1983,6.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1984,1984,6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1985,1985,6.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1986,1986,6.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1987,1987,6.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1988,1988,6.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1989,1989,6.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1990,1990,6.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1991,1991,6.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1992,1992,6.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1993,1993,6.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1994,1994,6.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1995,1995,6.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1996,1996,6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1997,1997,5.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1998,1998,5.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,1999,1999,6.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2000,2000,6.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2001,2001,6.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2002,2002,6.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2003,2003,6.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2004,2004,6.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2005,2005,6.5,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2006,2006,6.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2007,2007,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2008,2008,7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2009,2009,7.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2010,2010,7.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2011,2011,7.4,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2012,2012,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2013,2013,7.3,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2014,2014,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2015,2015,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),SWE,Sweden,2016,2016,7.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1960,1960,12.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1961,1961,12.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1962,1962,12.9,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1963,1963,13.1,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1964,1964,13.8,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1965,1965,13.7,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1966,1966,13.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1967,1967,13.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1968,1968,13.6,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1969,1969,14,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1970,1970,14.2,,,Europe
ACOLALCT,Alcohol consumption,LIPPERNB,Litres per capita (15+),CHE,Switzerland,1971,1971,14.2,,,Europe
